,Price,Adj Close,Close,High,Low,Open,Volume,slowk,slowd,Signal_Buy,Signal_Sell
0,2024-01-01,109.50868225097656,109.50868225097656,109.50868225097656,101.51280975341795,101.51280975341795,2157671990,,,False,False
1,2024-01-02,106.61122131347656,106.61122131347656,116.88249206542967,106.38898468017578,109.54906463623048,3782057553,,,False,False
2,2024-01-03,98.5944366455078,98.5944366455078,109.84809112548828,92.92366790771484,106.61653137207033,5472216595,,,False,False
3,2024-01-04,105.0775375366211,105.0775375366211,107.9824676513672,97.10832977294922,98.58697509765624,3272723247,,,False,False
4,2024-01-05,99.97879028320312,99.97879028320312,105.23542785644533,95.9427261352539,105.05200958251952,3022127826,,,False,False
5,2024-01-06,93.85771942138672,93.85771942138672,100.03740692138672,92.02278900146484,99.9879913330078,2235902092,,,False,False
6,2024-01-07,89.2763442993164,89.2763442993164,96.69239807128906,88.22345733642578,93.8603515625,2288061692,,,False,False
7,2024-01-08,97.79044342041016,97.79044342041016,99.76187133789062,85.64669799804688,89.2781753540039,4152448360,,,False,False
8,2024-01-09,99.40918731689452,99.40918731689452,103.7961654663086,95.89379119873048,97.81603240966795,4070131683,43.16505098871187,26.423466750602497,False,False
9,2024-01-10,102.03302001953124,102.03302001953124,105.0823745727539,92.56326293945312,99.38423919677734,4216429514,69.64558651354186,45.00566984458356,False,False
10,2024-01-11,99.90943908691406,99.90943908691406,106.93573760986328,98.4124984741211,102.10365295410156,4174026719,73.85447033173283,62.22170261132885,False,False
11,2024-01-12,91.72090911865234,91.72090911865234,100.2544937133789,88.30984497070312,99.91187286376952,2868799888,59.94611176653814,67.81538953727095,False,False
12,2024-01-13,95.73004913330078,95.73004913330078,96.91764831542967,89.7544937133789,91.7597427368164,1880329065,45.12197261859257,59.64085157228785,False,False
13,2024-01-14,94.13314056396484,94.13314056396484,102.173583984375,93.89056396484376,95.73265075683594,2736734725,33.211578718779066,46.0932210346366,False,False
14,2024-01-15,94.49022674560548,94.49022674560548,96.82123565673828,93.2411117553711,94.03654479980467,1755858499,34.76143292755777,37.69832808830981,False,False
15,2024-01-16,97.62691497802734,97.62691497802734,98.59530639648438,94.3966827392578,94.43834686279295,1806576879,43.88359442865278,37.285535358329874,False,False
16,2024-01-17,102.0635986328125,102.0635986328125,102.4337387084961,97.05516052246094,97.61580657958984,3220344763,65.82233516619968,48.15578750747008,False,False
17,2024-01-18,94.2509536743164,94.2509536743164,102.9231414794922,92.1405792236328,102.0294952392578,2684524713,61.28581445100698,56.99724801528649,False,False
18,2024-01-19,93.38616943359376,93.38616943359376,95.16472625732422,87.48365783691406,94.25067138671876,2631067383,51.627608796317354,59.57858613784135,False,False
19,2024-01-20,92.56983947753906,92.56983947753906,94.02531433105467,90.4937515258789,93.393798828125,1204443546,30.24825953818306,47.72056092850247,False,False
20,2024-01-21,90.8484344482422,90.8484344482422,93.71378326416016,90.8484344482422,92.58952331542967,894963197,30.988665555821314,37.62151129677392,False,False
21,2024-01-22,83.62281036376953,83.62281036376953,91.63616180419922,82.6597671508789,90.90369415283205,2662287481,19.829548708232775,27.022157934079058,False,False
22,2024-01-23,84.27450561523438,84.27450561523438,85.8401870727539,79.06669616699219,83.62184143066406,2990436327,19.63218475752465,23.483466340526252,False,False
23,2024-01-24,88.73200988769531,88.73200988769531,89.2677230834961,83.41868591308594,84.28726196289062,2352477736,33.905637042756446,24.455790169504628,False,False
24,2024-01-25,86.88921356201172,86.88921356201172,89.37682342529297,85.273681640625,88.73780059814453,1674093024,50.123641091923794,34.5538209640683,False,False
25,2024-01-26,92.44236755371094,92.44236755371094,93.52867126464844,86.14839172363281,86.88945007324219,2027305107,70.16962489657426,51.3996343437515,False,False
26,2024-01-27,94.16321563720705,94.16321563720705,94.43761444091795,90.84476470947266,92.38762664794922,1256585307,81.37000425913982,67.22109008254596,False,False
27,2024-01-28,95.93798065185548,95.93798065185548,99.37737274169922,93.538330078125,94.18190002441406,2425625612,89.71717386302362,80.41893433957924,False,False
28,2024-01-29,101.56666564941406,101.56666564941406,101.77191162109376,95.17613220214844,95.93798065185548,2604890575,91.80630698653188,87.63116170289844,False,False
29,2024-01-30,101.47297668457033,101.47297668457033,106.21345520019533,101.10939025878906,101.56666564941406,3328090833,84.52618931513123,88.68322338822891,False,True
30,2024-01-31,97.0287094116211,97.0287094116211,102.54806518554688,96.10359191894533,101.44925689697266,3814467068,71.78923595704055,82.70724408623455,False,False
31,2024-02-01,97.84669494628906,97.84669494628906,97.9441909790039,93.37918853759766,97.02484130859376,2951395444,50.47365432895066,68.92969320037416,False,False
32,2024-02-02,100.44052124023438,100.44052124023438,102.41262817382812,97.57415771484376,97.8346939086914,2574044077,43.35528930388967,55.20605986329363,False,False
33,2024-02-03,97.8799819946289,97.8799819946289,101.0589828491211,96.81257629394533,100.45113372802734,1349320819,41.63238147210443,45.153775034981585,False,False
34,2024-02-04,95.47695922851562,95.47695922851562,98.45758819580078,95.26637268066406,97.88506317138672,1304106726,37.65573099144118,40.881133922478426,False,False
35,2024-02-05,95.54866027832033,95.54866027832033,98.5440444946289,94.2925262451172,95.47146606445312,1635327054,27.32127745757789,35.53646330704117,False,False
36,2024-02-06,96.86107635498048,96.86107635498048,97.79078674316406,93.2807388305664,95.54961395263672,1699997346,28.700746478845804,31.225918309288293,False,False
37,2024-02-07,100.97927856445312,100.97927856445312,101.23660278320312,94.72022247314452,96.86189270019533,1733607189,53.32952909175858,36.45051767606076,False,False
38,2024-02-08,102.78563690185548,102.78563690185548,104.79804229736328,100.55369567871094,100.99549865722656,2288429230,72.83323025790344,51.621168609502604,False,False
39,2024-02-09,106.93333435058594,106.93333435058594,108.98772430419922,102.79017639160156,102.79017639160156,2852770180,88.73774982399755,71.63350305788651,False,False
40,2024-02-10,109.1314697265625,109.1314697265625,110.74279022216795,106.93366241455078,106.93366241455078,1836561570,86.74003027485723,82.77033678558605,False,False
41,2024-02-11,107.49528503417967,107.49528503417967,110.55686950683594,107.35765075683594,109.1166763305664,1370383843,85.80821944388704,87.09533318091393,False,True
42,2024-02-12,111.99275207519533,111.99275207519533,112.06966400146484,103.60929107666016,107.4926300048828,2650731894,89.94541772245849,87.49788914706757,False,False
43,2024-02-13,112.57930755615234,112.57930755615234,114.8106460571289,108.49378204345705,111.9772491455078,2709494768,86.83366193091287,87.5290996990861,False,True
44,2024-02-14,116.97632598876952,116.97632598876952,118.3277816772461,110.87847137451172,112.57496643066406,2391239729,90.52909289981783,89.10272418439638,False,False
45,2024-02-15,113.69940948486328,113.69940948486328,118.3064956665039,111.77587890625,116.98538970947266,2471486178,80.26972677338746,85.87749386803937,False,True
46,2024-02-16,110.44591522216795,110.44591522216795,114.25308990478516,108.34872436523438,113.6730728149414,1921299579,68.60707457011995,79.80196474777506,False,False
47,2024-02-17,108.98401641845705,108.98401641845705,111.0730438232422,106.1252212524414,110.44330596923828,1370606631,46.14369350835293,65.00683161728675,False,False
48,2024-02-18,112.17467498779295,112.17467498779295,114.00138092041016,107.60671997070312,108.98760223388672,1516321334,39.81744427890446,51.52273745245909,False,False
49,2024-02-19,111.4853286743164,111.4853286743164,114.71797943115234,111.08141326904295,112.17882537841795,1898655220,39.001986131661134,41.654374639639485,False,False
50,2024-02-20,108.45964050292967,108.45964050292967,112.0367431640625,104.89022827148438,111.4834442138672,2656976089,43.29928444139628,40.70623828398727,False,False
51,2024-02-21,105.1252212524414,105.1252212524414,108.45266723632812,100.41201782226562,108.45266723632812,2246861647,37.75610032999426,40.019123634350535,False,False
52,2024-02-22,101.66979217529295,101.66979217529295,106.9954071044922,101.64240264892578,105.12030792236328,1830636004,26.019138166969544,35.69150764612,False,False
53,2024-02-23,99.95469665527344,99.95469665527344,103.02283477783205,98.9583511352539,101.67462158203124,1483285120,16.01994252615665,26.598393674373458,False,False
54,2024-02-24,104.1335220336914,104.1335220336914,104.64539337158205,98.585205078125,99.95437622070312,1083637514,18.786936114240625,20.275338935788913,False,False
55,2024-02-25,103.4534912109375,103.4534912109375,104.32994079589844,102.17102813720705,104.1326675415039,909662462,32.30186964177405,22.36958276072375,False,False
56,2024-02-26,109.91853332519533,109.91853332519533,110.58035278320312,100.4552001953125,103.4507064819336,2334408023,61.688692441342084,37.59249939911889,False,False
57,2024-02-27,108.3880844116211,108.3880844116211,112.2047119140625,105.89693450927734,109.91878509521484,2723995106,71.93204129997969,55.30753446103191,False,False
58,2024-02-28,118.0522003173828,118.0522003173828,118.0522003173828,107.46087646484376,108.39923858642578,5029492553,88.81978793378074,74.14684055836749,False,False
59,2024-02-29,125.71151733398438,125.71151733398438,134.4656982421875,117.66751861572266,118.2387466430664,6950123902,82.07903785846513,80.94362236407517,False,False
60,2024-03-01,129.9904022216797,129.9904022216797,137.60186767578125,125.63670349121094,125.63670349121094,4743077738,84.59001721643213,85.16294766955932,False,True
61,2024-03-02,129.70018005371094,129.70018005371094,131.45486450195312,127.6808853149414,129.98231506347656,2741772676,76.2824902451842,80.98384844002713,False,False
62,2024-03-03,130.45086669921875,130.45086669921875,132.062744140625,125.76932525634766,129.7933807373047,2875614168,76.95398184428271,79.27549643529964,False,False
63,2024-03-04,133.194580078125,133.194580078125,134.87417602539062,127.7981414794922,130.42323303222656,4429758300,76.414412882403,76.55029499062327,False,False
