Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD
Date,,,,,,
2024-01-19,93.38616943359375,93.38616943359375,95.16472625732422,87.48365783691406,94.25067138671875,2631067383
2024-01-20,92.56983947753906,92.56983947753906,94.02531433105469,90.4937515258789,93.393798828125,1204443546
2024-01-21,90.84843444824219,90.84843444824219,93.71378326416016,90.84843444824219,92.58952331542969,894963197
2024-01-22,83.62281036376953,83.62281036376953,91.63616180419922,82.6597671508789,90.90369415283203,2662287481
2024-01-23,84.27450561523438,84.27450561523438,85.8401870727539,79.06669616699219,83.62184143066406,2990436327
2024-01-24,88.73200988769531,88.73200988769531,89.2677230834961,83.41868591308594,84.28726196289062,2352477736
2024-01-25,86.88921356201172,86.88921356201172,89.37682342529297,85.273681640625,88.73780059814453,1674093024
2024-01-26,92.44236755371094,92.44236755371094,93.52867126464844,86.14839172363281,86.88945007324219,2027305107
2024-01-27,94.16321563720703,94.16321563720703,94.43761444091797,90.84476470947266,92.38762664794922,1256585307
2024-01-28,95.93798065185547,95.93798065185547,99.37737274169922,93.538330078125,94.18190002441406,2425625612
2024-01-29,101.56666564941406,101.56666564941406,101.77191162109375,95.17613220214844,95.93798065185547,2604890575
2024-01-30,101.47297668457031,101.47297668457031,106.21345520019531,101.10939025878906,101.56666564941406,3328090833
2024-01-31,97.0287094116211,97.0287094116211,102.54806518554688,96.10359191894531,101.44925689697266,3814467068
2024-02-01,97.84669494628906,97.84669494628906,97.9441909790039,93.37918853759766,97.02484130859375,2951395444
2024-02-02,100.44052124023438,100.44052124023438,102.41262817382812,97.57415771484375,97.8346939086914,2574044077
2024-02-03,97.8799819946289,97.8799819946289,101.0589828491211,96.81257629394531,100.45113372802734,1349320819
2024-02-04,95.47695922851562,95.47695922851562,98.45758819580078,95.26637268066406,97.88506317138672,1304106726
2024-02-05,95.54866027832031,95.54866027832031,98.5440444946289,94.29252624511719,95.47146606445312,1635327054
2024-02-06,96.86107635498047,96.86107635498047,97.79078674316406,93.2807388305664,95.54961395263672,1699997346
2024-02-07,100.97927856445312,100.97927856445312,101.23660278320312,94.72022247314453,96.86189270019531,1733607189
2024-02-08,102.78563690185547,102.78563690185547,104.79804229736328,100.55369567871094,100.99549865722656,2288429230
2024-02-09,106.93333435058594,106.93333435058594,108.98772430419922,102.79017639160156,102.79017639160156,2852770180
2024-02-10,109.1314697265625,109.1314697265625,110.74279022216797,106.93366241455078,106.93366241455078,1836561570
2024-02-11,107.49528503417969,107.49528503417969,110.55686950683594,107.35765075683594,109.1166763305664,1370383843
2024-02-12,111.99275207519531,111.99275207519531,112.06966400146484,103.60929107666016,107.49263000488281,2650731894
2024-02-13,112.57930755615234,112.57930755615234,114.8106460571289,108.49378204345703,111.97724914550781,2709494768
2024-02-14,116.97632598876953,116.97632598876953,118.3277816772461,110.87847137451172,112.57496643066406,2391239729
2024-02-15,113.69940948486328,113.69940948486328,118.3064956665039,111.77587890625,116.98538970947266,2471486178
2024-02-16,110.44591522216797,110.44591522216797,114.25308990478516,108.34872436523438,113.6730728149414,1921299579
2024-02-17,108.98401641845703,108.98401641845703,111.07304382324219,106.1252212524414,110.44330596923828,1370606631
2024-02-18,112.17467498779297,112.17467498779297,114.00138092041016,107.60671997070312,108.98760223388672,1516321334
2024-02-19,111.4853286743164,111.4853286743164,114.71797943115234,111.08141326904297,112.17882537841797,1898655220
2024-02-20,108.45964050292969,108.45964050292969,112.0367431640625,104.89022827148438,111.48344421386719,2656976089
2024-02-21,105.1252212524414,105.1252212524414,108.45266723632812,100.41201782226562,108.45266723632812,2246861647
2024-02-22,101.66979217529297,101.66979217529297,106.99540710449219,101.64240264892578,105.12030792236328,1830636004
2024-02-23,99.95469665527344,99.95469665527344,103.02283477783203,98.9583511352539,101.67462158203125,1483285120
2024-02-24,104.1335220336914,104.1335220336914,104.64539337158203,98.585205078125,99.95437622070312,1083637514
2024-02-25,103.4534912109375,103.4534912109375,104.32994079589844,102.17102813720703,104.1326675415039,909662462
2024-02-26,109.91853332519531,109.91853332519531,110.58035278320312,100.4552001953125,103.4507064819336,2334408023
2024-02-27,108.3880844116211,108.3880844116211,112.2047119140625,105.89693450927734,109.91878509521484,2723995106
2024-02-28,118.05220031738281,118.05220031738281,118.05220031738281,107.46087646484375,108.39923858642578,5029492553
2024-02-29,125.71151733398438,125.71151733398438,134.4656982421875,117.66751861572266,118.2387466430664,6950123902
2024-03-01,129.9904022216797,129.9904022216797,137.60186767578125,125.63670349121094,125.63670349121094,4743077738
2024-03-02,129.70018005371094,129.70018005371094,131.45486450195312,127.6808853149414,129.98231506347656,2741772676
2024-03-03,130.45086669921875,130.45086669921875,132.062744140625,125.76932525634766,129.7933807373047,2875614168
2024-03-04,133.194580078125,133.194580078125,134.87417602539062,127.79814147949219,130.42323303222656,4429758300
2024-03-05,125.70671081542969,125.70671081542969,142.65093994140625,109.53875732421875,133.15936279296875,8980294607
2024-03-06,130.7420196533203,130.7420196533203,134.8106231689453,120.31733703613281,125.69921112060547,5146680159
2024-03-07,143.9778594970703,143.9778594970703,149.2247314453125,130.70175170898438,130.7420196533203,7111178325
2024-03-08,145.2400360107422,145.2400360107422,152.4179229736328,142.53614807128906,143.97727966308594,5474659974
2024-03-09,144.6072540283203,144.6072540283203,149.35128784179688,144.29037475585938,145.24032592773438,2946261381
2024-03-10,144.5151824951172,144.5151824951172,148.6719207763672,140.83999633789062,144.60733032226562,3407621981
2024-03-11,148.75096130371094,148.75096130371094,150.01797485351562,137.6329803466797,144.5144805908203,5383624184
2024-03-12,151.01544189453125,151.01544189453125,154.94229125976562,142.87014770507812,148.7496795654297,6413617983
2024-03-13,163.83981323242188,163.83981323242188,166.44876098632812,148.94561767578125,151.01544189453125,5917471836
2024-03-14,176.67974853515625,176.67974853515625,177.8926239013672,160.23355102539062,163.83993530273438,8399967972
2024-03-15,182.96469116210938,182.96469116210938,188.50135803222656,165.4127197265625,176.67974853515625,14093348410
2024-03-16,181.88034057617188,181.88034057617188,197.65599060058594,177.46127319335938,182.96751403808594,11794134069
2024-03-17,202.12356567382812,202.12356567382812,204.29254150390625,179.22560119628906,181.88034057617188,10876218562
2024-03-18,195.9927520751953,195.9927520751953,209.69606018066406,194.8494110107422,202.1226043701172,11137647410
2024-03-19,170.0162811279297,170.0162811279297,198.24107360839844,166.17674255371094,195.9927520751953,11658593922
2024-03-20,191.54962158203125,191.54962158203125,192.9118194580078,163.2962646484375,170.0162811279297,8673957460
2024-03-21,179.2207489013672,179.2207489013672,195.30612182617188,176.2833251953125,191.54962158203125,5613811275
2024-03-22,174.36370849609375,174.36370849609375,181.3232421875,167.8778533935547,179.23980712890625,4150938142
2024-03-23,172.90225219726562,172.90225219726562,178.80010986328125,171.0169677734375,174.36370849609375,2711581881
2024-03-24,183.57345581054688,183.57345581054688,186.62942504882812,171.67372131347656,172.8978729248047,2661231893
2024-03-25,189.0835418701172,189.0835418701172,194.43026733398438,181.25234985351562,183.57345581054688,4066489821
2024-03-26,190.69985961914062,190.69985961914062,196.2930450439453,186.75282287597656,189.08338928222656,3520179571
2024-03-27,186.36146545410156,186.36146545410156,192.49658203125,180.42044067382812,190.69998168945312,3844985014
2024-03-28,189.6216278076172,189.6216278076172,190.8834686279297,180.99761962890625,186.36146545410156,2910414256
2024-03-29,192.2279510498047,192.2279510498047,192.96981811523438,183.6461639404297,189.6216278076172,3031009580
2024-03-30,194.3855438232422,194.3855438232422,199.73094177246094,191.21678161621094,192.2278594970703,2999311846
2024-03-31,202.87413024902344,202.87413024902344,203.02679443359375,194.0353240966797,194.37579345703125,2342185476
2024-04-01,192.5678253173828,192.5678253173828,204.1797637939453,187.4888916015625,202.8744354248047,3872515434
2024-04-02,181.17225646972656,181.17225646972656,192.56942749023438,176.132080078125,192.5678253173828,4553269015
2024-04-03,185.2486114501953,185.2486114501953,191.6926727294922,177.3955078125,181.1727294921875,4160370221
2024-04-04,183.95811462402344,183.95811462402344,190.06968688964844,180.51229858398438,185.2486114501953,4101220964
2024-04-05,174.5015106201172,174.5015106201172,184.977783203125,168.23606872558594,183.95811462402344,7398400404
2024-04-06,178.91534423828125,178.91534423828125,179.69752502441406,173.8743133544922,174.5015106201172,4672922789
2024-04-07,179.6498565673828,179.6498565673828,182.5382080078125,177.0657958984375,178.91534423828125,1854793003
2024-04-08,180.78477478027344,180.78477478027344,184.30287170410156,175.58998107910156,179.65069580078125,2744377905
2024-04-09,172.4136199951172,172.4136199951172,180.82568359375,169.36776733398438,180.77951049804688,2688188866
2024-04-10,173.43736267089844,173.43736267089844,175.32261657714844,163.81312561035156,172.4142608642578,3344074648
2024-04-11,172.5763702392578,172.5763702392578,176.2355194091797,170.3934326171875,173.43736267089844,2712334365
2024-04-12,153.63546752929688,153.63546752929688,175.8086395263672,145.51638793945312,172.5763702392578,4727185451
2024-04-13,139.34169006347656,139.34169006347656,154.94395446777344,119.83334350585938,153.6344757080078,8976793985
2024-04-14,151.28494262695312,151.28494262695312,152.50100708007812,131.28717041015625,139.34169006347656,7110974218
2024-04-15,138.5086212158203,138.5086212158203,155.96116638183594,134.5725555419922,151.2994384765625,5699439234
2024-04-16,136.27932739257812,136.27932739257812,140.27830505371094,126.86528015136719,138.507568359375,5156084639
2024-04-17,131.86618041992188,131.86618041992188,142.60438537597656,127.5289535522461,136.27911376953125,4888546522
2024-04-18,142.0823974609375,142.0823974609375,143.72735595703125,128.07675170898438,131.86717224121094,4193561506
2024-04-19,142.6804962158203,142.6804962158203,147.3337860107422,128.86282348632812,142.0823974609375,5857667913
2024-04-20,151.13356018066406,151.13356018066406,152.09918212890625,140.00570678710938,142.67845153808594,2795892211
2024-04-21,148.60931396484375,148.60931396484375,153.42225646972656,147.16952514648438,151.1340789794922,2211663291
2024-04-22,157.03121948242188,157.03121948242188,158.37271118164062,146.99169921875,148.60931396484375,2959650502
2024-04-23,154.70130920410156,154.70130920410156,159.94459533691406,153.3231201171875,157.03121948242188,2750685937
2024-04-24,147.74514770507812,147.74514770507812,159.58090209960938,145.77056884765625,154.70130920410156,3932336720
2024-04-25,144.89212036132812,144.89212036132812,149.3037567138672,142.2645721435547,147.74961853027344,3674969172
2024-04-26,139.10433959960938,139.10433959960938,145.8546142578125,138.90838623046875,144.88917541503906,2564389027
2024-04-27,141.28916931152344,141.28916931152344,142.87451171875,134.02891540527344,139.10433959960938,2373155947
2024-04-28,137.85641479492188,137.85641479492188,144.51388549804688,137.23301696777344,141.28916931152344,1959005342
2024-04-29,137.7766571044922,137.7766571044922,138.7387237548828,133.70916748046875,137.8601837158203,2464951751
2024-04-30,126.96270751953125,126.96270751953125,139.6676483154297,121.63745880126953,137.7772979736328,3407320371
2024-05-01,134.6279754638672,134.6279754638672,135.11386108398438,119.38481140136719,126.9625473022461,4136407963
2024-05-02,137.81448364257812,137.81448364257812,140.28152465820312,128.26028442382812,134.6279754638672,3380078368
2024-05-03,143.77255249023438,143.77255249023438,144.9600372314453,136.12342834472656,137.81448364257812,3216962298
2024-05-04,146.1350555419922,146.1350555419922,148.9357452392578,142.56625366210938,143.77220153808594,3050187811
2024-05-05,145.71302795410156,145.71302795410156,147.91647338867188,143.47845458984375,146.1350555419922,2034794725
2024-05-06,152.80239868164062,152.80239868164062,156.62669372558594,145.58432006835938,145.71205139160156,2926902880
2024-05-07,148.1343231201172,148.1343231201172,159.05345153808594,148.0836181640625,152.80667114257812,2687619013
2024-05-08,142.29473876953125,142.29473876953125,149.81089782714844,140.16909790039062,148.1343231201172,2502237557
2024-05-09,152.84994506835938,152.84994506835938,153.08624267578125,140.78964233398438,142.29473876953125,2249863780
2024-05-10,146.21690368652344,146.21690368652344,155.41159057617188,144.9387969970703,152.8529052734375,2471594251
2024-05-11,145.3143768310547,145.3143768310547,147.4264373779297,143.33140563964844,146.2169647216797,1243751505
2024-05-12,143.52081298828125,143.52081298828125,147.57147216796875,142.8818359375,145.3143768310547,936690341
2024-05-13,147.28233337402344,147.28233337402344,150.54666137695312,138.03285217285156,143.52081298828125,2556255769
2024-05-14,142.0303955078125,142.0303955078125,148.8286895751953,141.9068603515625,147.27908325195312,2586166419
2024-05-15,158.18682861328125,158.18682861328125,158.64071655273438,141.35032653808594,142.0303955078125,3585715674
2024-05-16,159.116455078125,159.116455078125,164.31932067871094,156.7726287841797,158.18775939941406,3498272951
2024-05-17,169.53054809570312,169.53054809570312,171.6060791015625,159.116455078125,159.116455078125,3371355809
2024-05-18,172.5391387939453,172.5391387939453,175.7790985107422,168.9330596923828,169.53054809570312,2479657643
2024-05-19,170.0913543701172,170.0913543701172,175.1893310546875,166.7326202392578,172.53919982910156,2300080451
2024-05-20,186.52049255371094,186.52049255371094,187.44712829589844,168.0304412841797,170.0913543701172,4636864705
2024-05-21,178.11614990234375,178.11614990234375,188.49383544921875,174.71170043945312,186.51951599121094,4568414163
2024-05-22,176.86077880859375,176.86077880859375,183.0676727294922,175.4474639892578,178.1156768798828,3833758536
2024-05-23,175.98577880859375,175.98577880859375,180.165283203125,167.4036865234375,176.8631134033203,5117258940
2024-05-24,167.7969207763672,167.7969207763672,176.03147888183594,162.8658905029297,175.98577880859375,4013502065
2024-05-25,168.43763732910156,168.43763732910156,170.3550567626953,166.11300659179688,167.7969207763672,1875205755
2024-05-26,163.3509063720703,163.3509063720703,168.43927001953125,161.2638702392578,168.43763732910156,2543881488
2024-05-27,169.9961395263672,169.9961395263672,171.98854064941406,163.33544921875,163.3509063720703,2745440475
2024-05-28,168.65084838867188,168.65084838867188,173.0171356201172,164.97340393066406,169.9961395263672,3342283019
2024-05-29,168.0726776123047,168.0726776123047,173.64195251464844,167.3238525390625,168.65084838867188,2852496248
2024-05-30,166.97653198242188,166.97653198242188,172.41778564453125,163.6839599609375,168.0726776123047,2932316784
2024-05-31,165.63771057128906,165.63771057128906,170.63156127929688,163.93309020996094,166.97653198242188,2415920333
2024-06-01,166.03067016601562,166.03067016601562,167.73709106445312,165.5856170654297,165.63772583007812,1058869941
2024-06-02,163.24990844726562,163.24990844726562,166.9154815673828,161.6532440185547,166.0296173095703,1562269041
2024-06-03,164.9234619140625,164.9234619140625,167.03875732421875,161.8537139892578,163.25015258789062,2182487608
2024-06-04,171.8019256591797,171.8019256591797,171.8168182373047,164.51553344726562,164.92506408691406,2057558426
2024-06-05,173.48291015625,173.48291015625,175.47531127929688,171.38299560546875,171.8019256591797,2405906612
2024-06-06,170.01622009277344,170.01622009277344,174.30470275878906,167.8642120361328,173.48291015625,1965442993
2024-06-07,162.50704956054688,162.50704956054688,172.4381561279297,155.79876708984375,170.01583862304688,3298527575
2024-06-08,157.96890258789062,157.96890258789062,163.62017822265625,157.54295349121094,162.4967498779297,1722237785
2024-06-09,162.08360290527344,162.08360290527344,162.91897583007812,156.76876831054688,157.96371459960938,1475878151
2024-06-10,158.9280242919922,158.9280242919922,162.8277587890625,157.77020263671875,162.07888793945312,1815361482
2024-06-11,149.42898559570312,149.42898559570312,159.52310180664062,145.8651885986328,158.9341278076172,2812642453
2024-06-12,155.1775665283203,155.1775665283203,161.51483154296875,145.82144165039062,149.4223175048828,2853692260
2024-06-13,147.31442260742188,147.31442260742188,155.19235229492188,146.1722412109375,155.19235229492188,2085097655
2024-06-14,143.0944366455078,143.0944366455078,148.78933715820312,140.11538696289062,147.28204345703125,2330458883
2024-06-15,145.41221618652344,145.41221618652344,145.5409698486328,143.02365112304688,143.07408142089844,1065293341
2024-06-16,151.12550354003906,151.12550354003906,151.12550354003906,143.17953491210938,145.41796875,1147997523
2024-06-17,143.3342742919922,143.3342742919922,151.58477783203125,140.13880920410156,151.13723754882812,2244770232
2024-06-18,137.50399780273438,137.50399780273438,143.61065673828125,130.28907775878906,143.314697265625,4046511952
2024-06-19,135.60960388183594,135.60960388183594,141.66993713378906,134.73263549804688,137.4798126220703,2241396569
2024-06-20,133.47296142578125,133.47296142578125,141.0752410888672,132.087646484375,135.60960388183594,2343938226
2024-06-21,134.5883026123047,134.5883026123047,135.22915649414062,128.9219207763672,133.47195434570312,2214701928
2024-06-22,133.6702423095703,133.6702423095703,136.46005249023438,133.14248657226562,134.56765747070312,948392979
2024-06-23,128.59042358398438,128.59042358398438,135.005859375,128.2696990966797,133.66000366210938,1063910411
2024-06-24,132.24139404296875,132.24139404296875,132.3112335205078,123.6693344116211,128.59800720214844,3420423301
2024-06-25,136.5592041015625,136.5592041015625,139.72958374023438,131.29635620117188,132.26934814453125,2517391150
2024-06-26,136.60914611816406,136.60914611816406,140.16876220703125,134.92576599121094,136.5549774169922,1670038554
2024-06-27,149.44837951660156,149.44837951660156,150.7672119140625,135.2449951171875,136.61341857910156,2831651846
2024-06-28,139.70339965820312,139.70339965820312,150.0515899658203,139.30589294433594,149.4542694091797,2396070692
2024-06-29,140.01014709472656,140.01014709472656,142.8238525390625,139.6678009033203,139.7193145751953,1139066175
2024-06-30,146.49249267578125,146.49249267578125,147.19932556152344,137.14137268066406,140.01272583007812,1567841881
2024-07-01,146.59506225585938,146.59506225585938,148.7985076904297,145.8227996826172,146.4812774658203,1814659116
2024-07-02,153.7004852294922,153.7004852294922,154.7129669189453,146.12054443359375,146.5885467529297,2024773533
2024-07-03,140.73141479492188,140.73141479492188,154.197998046875,139.5172576904297,153.7111358642578,2813419415
2024-07-04,127.55081939697266,127.55081939697266,142.51486206054688,127.55081939697266,140.71533203125,3243822145
2024-07-05,134.3693389892578,134.3693389892578,135.84579467773438,122.44230651855469,127.60507202148438,4644036182
2024-07-06,143.24118041992188,143.24118041992188,144.0084686279297,132.61329650878906,134.36329650878906,2078535871
2024-07-07,131.7740936279297,131.7740936279297,143.1870574951172,131.7740936279297,143.1870574951172,1842515124
2024-07-08,139.4636993408203,139.4636993408203,141.6341094970703,128.56292724609375,131.79702758789062,3692404575
2024-07-09,141.34844970703125,141.34844970703125,143.92938232421875,136.74093627929688,139.537353515625,2418798702
2024-07-10,141.97479248046875,141.97479248046875,145.8537139892578,138.85604858398438,141.3741455078125,1952272010
2024-07-11,135.8832244873047,135.8832244873047,145.32443237304688,135.84751892089844,141.98280334472656,2286890972
2024-07-12,139.52801513671875,139.52801513671875,140.42477416992188,134.15914916992188,135.86402893066406,1990173458
2024-07-13,141.9249725341797,141.9249725341797,143.367431640625,138.17953491210938,139.52639770507812,1131518484
2024-07-14,147.622314453125,147.622314453125,148.54705810546875,141.92665100097656,141.92665100097656,2009294488
2024-07-15,159.93397521972656,159.93397521972656,159.9420623779297,147.202880859375,147.6661376953125,2580623500
2024-07-16,160.5518798828125,160.5518798828125,162.46951293945312,153.05372619628906,159.77333068847656,3034234774
2024-07-17,155.5841064453125,155.5841064453125,163.59523010253906,155.06703186035156,160.56329345703125,2255652667
2024-07-18,159.07241821289062,159.07241821289062,161.587158203125,155.5660400390625,155.59104919433594,2044591406
2024-07-19,169.1858673095703,169.1858673095703,171.50674438476562,156.60653686523438,159.0923309326172,3617009839
2024-07-20,173.89178466796875,173.89178466796875,174.831298828125,167.55731201171875,169.1826171875,1908476088
2024-07-21,184.54161071777344,184.54161071777344,184.8703155517578,171.1182098388672,173.89373779296875,3080452915
2024-07-22,178.97828674316406,178.97828674316406,184.79246520996094,177.04412841796875,184.54556274414062,2808509242
2024-07-23,172.757568359375,172.757568359375,180.49615478515625,170.98854064941406,178.97828674316406,3230351478
2024-07-24,178.0323028564453,178.0323028564453,182.35760498046875,171.21041870117188,172.75851440429688,3112174836
2024-07-25,171.96307373046875,171.96307373046875,179.52093505859375,165.9325408935547,178.02952575683594,4067186719
2024-07-26,183.13671875,183.13671875,183.53836059570312,171.87789916992188,171.9625701904297,2816314095
2024-07-27,184.0854034423828,184.0854034423828,188.14059448242188,178.59835815429688,183.13809204101562,3248901126
2024-07-28,184.88607788085938,184.88607788085938,186.51461791992188,181.3953399658203,184.08599853515625,1852374783
2024-07-29,182.7805938720703,182.7805938720703,193.73228454589844,181.88536071777344,184.88719177246094,3654304391
2024-07-30,179.10719299316406,179.10719299316406,184.1801300048828,176.02243041992188,182.77159118652344,2766172800
2024-07-31,171.82615661621094,171.82615661621094,184.179443359375,171.81919860839844,179.10804748535156,3055204208
2024-08-01,167.672119140625,167.672119140625,172.68980407714844,157.98838806152344,171.82566833496094,4402828194
2024-08-02,152.6382293701172,152.6382293701172,169.04396057128906,150.08499145507812,167.66053771972656,4507521137
2024-08-03,142.9219970703125,142.9219970703125,153.77685546875,140.22140502929688,152.6382293701172,3620526646
2024-08-04,138.05508422851562,138.05508422851562,145.83766174316406,132.13967895507812,142.9219512939453,4333596296
2024-08-05,129.8643035888672,129.8643035888672,139.14146423339844,110.60955810546875,138.0526885986328,14114308949
2024-08-06,144.09036254882812,144.09036254882812,149.35296630859375,129.78857421875,129.86294555664062,5813459735
2024-08-07,144.63209533691406,144.63209533691406,155.00779724121094,142.7469024658203,144.0882110595703,5529725414
2024-08-08,162.9307403564453,162.9307403564453,163.02590942382812,142.01992797851562,144.63247680664062,5385642745
2024-08-09,156.45721435546875,156.45721435546875,163.24948120117188,151.22613525390625,162.9307403564453,3217916997
2024-08-10,153.95916748046875,153.95916748046875,158.5860595703125,152.873046875,156.45721435546875,1662980960
2024-08-11,141.52685546875,141.52685546875,157.93190002441406,141.34829711914062,153.961669921875,2411765937
2024-08-12,146.45423889160156,146.45423889160156,150.81463623046875,141.4407958984375,141.53207397460938,3380174341
2024-08-13,146.7126922607422,146.7126922607422,149.61012268066406,143.1520233154297,146.45455932617188,2224488388
2024-08-14,143.9234619140625,143.9234619140625,151.72604370117188,142.71792602539062,146.7126922607422,2714536693
2024-08-15,142.74581909179688,142.74581909179688,147.35154724121094,138.16192626953125,143.92266845703125,3032770371
2024-08-16,139.33056640625,139.33056640625,144.7954559326172,136.3846435546875,142.7428741455078,2707615564
2024-08-17,141.7985076904297,141.7985076904297,141.96282958984375,137.86630249023438,139.33056640625,1199702073
2024-08-18,142.58688354492188,142.58688354492188,146.96298217773438,140.95962524414062,141.7985076904297,1866239536
2024-08-19,144.34368896484375,144.34368896484375,145.9236297607422,140.74871826171875,142.58688354492188,2077549615
2024-08-20,143.16773986816406,143.16773986816406,148.6486053466797,141.36070251464844,144.3468475341797,2124392770
2024-08-21,142.70960998535156,142.70960998535156,144.1562957763672,139.26654052734375,142.33303833007812,1923259439
2024-08-22,143.2579345703125,143.2579345703125,144.81321716308594,140.9344024658203,142.70960998535156,1368400829
2024-08-23,153.10708618164062,153.10708618164062,153.771240234375,143.16477966308594,143.2579345703125,2560976300
2024-08-24,160.73175048828125,160.73175048828125,162.16932678222656,152.15208435058594,153.10833740234375,2749419604
2024-08-25,158.90911865234375,158.90911865234375,161.94796752929688,155.50714111328125,160.73175048828125,2085078554
2024-08-26,157.23687744140625,157.23687744140625,161.91110229492188,155.88449096679688,158.9114990234375,2588808155
2024-08-27,146.8970947265625,146.8970947265625,159.62355041503906,145.65640258789062,157.23658752441406,2783392784
2024-08-28,143.89138793945312,143.89138793945312,148.69497680664062,140.97080993652344,146.8970947265625,2932401182
2024-08-29,140.0540313720703,140.0540313720703,147.2205810546875,138.2660675048828,143.8910675048828,2098251665
2024-08-30,138.09999084472656,138.09999084472656,141.01318359375,132.4513397216797,140.0540313720703,2683385690
2024-08-31,135.37425231933594,135.37425231933594,138.99224853515625,134.6364288330078,138.09999084472656,892155699
2024-09-01,128.6905517578125,128.6905517578125,135.99781799316406,128.24325561523438,135.37425231933594,1974170865
2024-09-02,135.0023651123047,135.0023651123047,135.35238647460938,127.26619720458984,128.6905517578125,2092221241
2024-09-03,127.57758331298828,127.57758331298828,137.14476013183594,127.57423400878906,135.0023651123047,1787700523
2024-09-04,133.60391235351562,133.60391235351562,134.86917114257812,123.61295318603516,127.57758331298828,2663812153
2024-09-05,129.32894897460938,129.32894897460938,135.085205078125,128.14137268066406,133.6043701171875,1926178088
2024-09-06,124.99007415771484,124.99007415771484,134.16807556152344,121.05538177490234,129.32894897460938,3520537699
2024-09-07,127.72156524658203,127.72156524658203,129.2908935546875,124.26908111572266,124.99007415771484,1321261949
2024-09-08,129.98951721191406,129.98951721191406,131.51524353027344,126.81302642822266,127.72156524658203,1317794291
2024-09-09,135.02561950683594,135.02561950683594,136.18653869628906,127.21979522705078,129.98951721191406,2443769044
2024-09-10,135.63522338867188,135.63522338867188,137.8063507080078,132.63108825683594,135.0263671875,1642358500
2024-09-11,132.4973907470703,132.4973907470703,135.8038787841797,128.4340057373047,135.63494873046875,2122617674
2024-09-12,136.14190673828125,136.14190673828125,136.61480712890625,132.44332885742188,132.49708557128906,1597055803
2024-09-13,139.1005401611328,139.1005401611328,139.83250427246094,131.86395263671875,136.14190673828125,1668690414
2024-09-14,137.17977905273438,137.17977905273438,139.7345733642578,135.9435577392578,139.1025390625,952465288
2024-09-15,131.4993896484375,131.4993896484375,137.92349243164062,130.9698028564453,137.17977905273438,1358403273
2024-09-16,131.47259521484375,131.47259521484375,132.29637145996094,129.13807678222656,131.4993896484375,1623218789
2024-09-17,131.53707885742188,131.53707885742188,135.4871368408203,130.47569274902344,131.47244262695312,1726861492
2024-09-18,133.99185180664062,133.99185180664062,133.99185180664062,127.25076293945312,131.53707885742188,2260675347
2024-09-19,142.83627319335938,142.83627319335938,143.9043731689453,133.99185180664062,133.99185180664062,2884543933
2024-09-20,146.56680297851562,146.56680297851562,151.7609405517578,141.316162109375,142.8365478515625,3241123621
2024-09-21,149.52703857421875,149.52703857421875,149.83645629882812,144.79803466796875,146.56680297851562,1385610390
2024-09-22,144.80364990234375,144.80364990234375,149.86582946777344,141.38461303710938,149.52703857421875,1597826979
2024-09-23,144.8149871826172,144.8149871826172,148.97042846679688,142.6438446044922,144.80364990234375,2344229720
